,date,review,rating,isEdited,title,userName,developerResponse
194,2019-05-01 06:29:34,I’m thankful for the opportunity this app gave me I was in a bad accident and the hospital bill at the point are through the roof and I just turned 18 so I’m freaking about that at the point but it helped out a little bit at the moment I have 660 a it’s been up for a week now but that’s helps out a lot especially since I can’t work for 6 plus moths ( and if anyone wants to know I got ran over Buy a truck and have a big hole in my head to the skull and broken back,5,False,Isiah hayes,isiah hayes,"{'id': 8468702, 'body': 'Hi Isiah! We are sorry to hear about the tough time you are going through. We are so glad our platform can help in any way. Good news - your campaign is trending! Keep up the good work and feel better soon.\n\n___\n\nCustomer Happiness\nGoFundMe', 'modified': '2019-05-02T02:34:52Z'}"
195,2024-01-16 03:26:32,"This website and gift-giving platform is a Godsend for countless lives.  There is no other that comes close.

If you know someone who has needs, don’t waste time looking at other programs.  GoFundMe has been the best option for fundraising, and is both the premier program, and with its name recognition, will always be the go-to option.",5,False,What an incredible opportunity to change lives!,KeithFox89,
196,2018-10-31 03:50:38,It's been awesome and we're so greatful it was there. The only things are I wish there weren't scammers seeking people out to take advantage of when they're in a crisis ..but I guess it can't be stopped ... then I wish they didn't take so much in fees ... they actually take more than PayPal takes for business Transactions and even PayPal doesn't charge if it's sending money to friends and family ...I dunno just seems a lot to take from people suffering ...but I guess they have overhead and gotta cover it somehow ..,4,False,Lifesaver just a little high in fee,Apartment fire mike and rhea,
197,2023-03-10 01:01:27,"Thanks to Go Fun Me, I am able to get them their veterinary work and keep looking for a good forever home! These two 5 year old Jack Russells ha e known each other their entire lives and had to live thru the loss of their elderly dad and shortly thereafter, the loss of his wife, their mom. Then they had to be shuffled around for the last several weeks between relatives and would be foster homes. 
Thank you for helping us.",5,False,Help for rescue dogs in need of vet work,JRT rescue lady,
198,2023-03-09 14:18:21,"When I decided to fund raise for a cause, there was never a question as to what platform I was going to use to help raise donations go fund me, has been the trusted fundraising platform so I decided to use it. It was so simple to set up. It almost isn’t fair. How easy it is for people to donate thank you go fund me. I have not completed my fundraising yet, but I hope that I exceed my goal as I’ve seen others so capable of doing wish me luck.

Tony",5,False,The leader in fundraising,fireedup,
199,2022-08-03 04:45:41,"I hate the fact that the featured includes fundraisers to donate to users who’ve already met their goal tenfold or more, rather than those that are days away from losing their entire livelihood because they can’t make rent, or their car broke down. 

i personally haven’t used it very much, mostly just browsed a little bit, as i’ve heard that there have been a lot of problems tech and customer support-wise and many instances of people getting their accounts and fundraisers shut down for no reason. 

and as many others have said, they’re very politically biased.",2,False,lovely idea but,aaadiiee,
200,2018-09-02 18:26:33,"A cancer diagnosis and advanced form of RA diagnosis hit me, our family so very hard a couple of years ago. Ever since, just living day to day with the cost of medical intervention, the burden of the cost of being sick for the rest of my life, seemed as if it would kill me. GoFundMe allowed us to reach out to so many friends and family to ask for help. I could never have gotten this far without this platform to spread word about how deeply troubled we are. Thank you.",5,False,Thank goodness for this service,McRclanof5,
201,2021-08-19 06:53:30,I currently have a go fund me right now. My husband got Covid really bad. Which is left us only depending on my one income which isn’t enough when you work in fast food. I set up a go fund me to help pay for pills and medical expenses. But I don’t know a lot of people so it’s becoming incredibly hard to get my gofundme Rasied up. I think either on your Facebook page or on your actual app you should highlight new people or people that are having a hard time getting the money that way they can get people to see it.,3,False,It’s great if you know people.,Sheltiefan2374!,"{'id': 25928785, 'body': ""Thank you for taking the time to leave a review! We are sorry to hear about the circumstances that have brought you to GoFundMe, and sending well wishes your husband's way.\n\nWe wanted to leave you with some of our best coaching resources to help your fundraiser receive as much support as possible:\n\n- How GoFundMe works: https://support.gofundme.com/hc/en-us/articles/360001992627\n- How to share your fundraiser: https://support.gofundme.com/hc/en-us/articles/4405037174555-How-to-keep-momentum-going-on-your-fundraiser\n- 25 creative tips for sharing your GoFundMe: https://www.gofundme.com/c/fundraising-tips/sharing"", 'modified': '2021-10-27T14:34:02Z'}"
202,2018-08-04 13:40:27,"My husband  this week did a go fund me page we are homeless and can not  afford
to get enough money to get an apartment 
Because  of corporate bullying  and assaulting me at old employer, furthermore
This company an ex employer has allowed an employee to false and damaging on personnel references on me.  We make 80 % less and I work 7 days a week, 2 jobs seasonal, part time job and caregiver for mom my husband works 6 days a week.
When he showed me the page my heart sunk and we are very proud couple and
Always there to lend a hand,  It is embarrassing, I never thought as a hard workers , this would would happen to us. thank you for your great app it helps many loving families that are going thru hard financial times and emergencies need this help.

You do not know how many people you have help!!  This so appreciated.",5,False,Thank you Go Fund me app,Prettyboy cat,
203,2024-04-17 12:56:09,"This is an amazing app and organization to start a good fundraiser or cause of your choice this organization and app operate all of integrity, morals, values, truth, and honesty. Great job whoever came up with this idea and they make no money from this. It was they thought of how they could do something to make a difference as well as allow us to help ourselves and make a difference and moments of crisis, so thank you. Go find App💰.",5,False,Great way to get your cause out,He loves me god,
204,2023-02-10 01:49:31,"My brother recently passed and I started a go fund me to help with funeral expenses.  The app is maneuverable and easy to understand what’s happening. A woman reached out to me to start separate go fund me for my family and many people reported the page, go fund me sent me an email to ensure that this account was not fraudulent and I think that speaks highly of their attention to reports. Thank you to gofundme and thank you to everyone who donated.",5,False,Easy to use,Sloane5678,
205,2023-12-12 13:19:21,"GFM has helped an 18 yr old bighearted Bukenya Ibrahim to meet his goals of feeding, clothing and providing clean water to the children in his Uganda slum and outlying villages to provide the necessities of life for the past 2+years.

We got his message out through GFM who makes it easy to post photos and videos of his work. GFM takes a small % for administration costs but the largest amount goes directly to Ibrahim’s GFM account. By putting the most money possible donated to the children’s needs.",4,False,GoFundMe offers Avenue to help the marginalized.,victoriaauthor,
206,2022-05-22 02:32:51,I was able to set up an account when I tragically lost my son .. his friends kept telling me to do it .. I didn’t want to seem like I was ‘begging’ .. I’m glad I did. Not only did people donate but all of the messages of love from the people who know and love my son .. It was also very easy to set my account up and when I reached out to support they respond very promptly .. Very satisfied,5,False,Such a Blessing during an awful time in my life,Brad189,
207,2022-07-12 19:50:52,"I had never created a GoFundMe before now. I knew about them just never set one up. 
I had a little difficulty with deciphering the way to manage the funds -as to where they need to go- but once I was able to get the Beneficiary set and they did their part it was good from there.  
Only wish there was a Let’s Chat Live chat ability for those “I’m in the middle of it and need answers now “ type of situations. 
But overall good app.",4,False,Easy to use Easy to Set up,Pitblmomma,
208,2022-01-26 14:43:38,"GoFundMe has been a great experience. It allowed our neighborhood to give support to deserving hardworking friends and to spread kindness. I think we all benefited from the experience. 
I liked how we could fairly easily set up the beneficiary to access the funds independently into their own accounts.  And while they do not offer phone support, they are prompt and responsible addressing questions / issues via direct email.",5,False,Beethoven’s Luis & Bernardo!,tashi#,
209,2021-05-28 01:22:10,"I give gofundme 5 stars hands down! My brother had a terrible accident at work, he lost a finger, his hand crushed! He’s got bills and has not had any income since the accident. Due to his financial burden I started a gofundme, something I’ve never done before, and not even 24 hours later after posting it, we have raised enough to pay his rent which is what he was stressing over the most! So thank you gofundme! God bless",5,False,What a blessing this app is!,candiboo84,
210,2020-07-20 01:19:23,"I have spent 8 months finishing the remodel on my parents home. My dad has been on dialysis for over a year and near the end of finishing the house we found a aggressive brain cancer on my moms brain we spent 2 months trying to get on government help for my mom(dad is already on it), finishing the house, and  just generally preparing for life to take it’s course. Because of GoFundMe allowed us to get the help we needed and also allowed us to focus on spending our time with our mother.",5,False,So grateful!,J-Baby132435,
211,2020-01-31 02:59:57,"This app and organization has helped our family to gather the funds required to cover the medical treatment for my cousin, which would have not been possible without this platform. It is easy to share, helping a lot in spreading the word and reaching as many people as possible. stories are double checked before allowing to gather any money at all which is great in order to prevent fraud, and the way to withdraw the funds is very straight forward.",5,False,Life saving tool,Mariela-V,
212,2018-07-03 02:03:56,"I was surprised at the response I got through GoFundMe. I am still short of my goal but donations are coming in daily. Just be real with your donators, and it will work for you. Don’t abuse it. If you are in real need, then by all means use it. If all you want to do is have people by you a car, then this app is not for you. Besides, you will be hurting those people who truly need it by causing distrust from those who might donate. There are other ways to buy a car.",5,False,Great for fundraising.,Suttmike1,
213,2018-04-27 06:05:37,"GoFundMe’s platform is straight foreword and easy to use.  It is a trustworthy name where most donors are familiar and will not hesitate to donate. 

As a company they are extremely responsive and care for there customers.  They have personally reviewed my campaign to give me feedback and have been a tremendous help!  They also have a “give back” program in which they review certain campaigns and also contribute them!

Wouldn’t use any other platform and definitely recommend!",5,False,Amazing company,wdu1982,
214,2021-12-08 17:19:03,"I’m trying to do a go fund me for my little sister she passed away from cyber bullying she was just only 12 and a matter of six hours we raise the $400 our goal is 10,000 for the donations are for the memorial service so thank you whoever is donating this app is really helping us couldn’t believe people actually care but I’m trying to spread awareness for cyber bullying for this not to happen to any other preteen or anybody else her name was Arianna Marks God bless",5,False,Hello,angelicamarks,
215,2022-12-08 02:26:54,"App seems good, had it for 2 days or so. The daily notifications to share a fundraiser are very annoying. I’ve looked, but have not seen a setting to turn off within the app itself. Maybe make it once or twice a week, not once daily. Also add a setting to turn off notifications.

I realize I can turn off notifications in my phone settings, but I don’t want to do that. Not sure if it notifies if someone donates, but I would want that notification to come through if they do.",3,False,Notifications,Followersam,
216,2018-10-17 11:22:09,"GoFundMe has been easy, and effective in raising money for my project. When I had technical questions about friends making donations I received friendly people responses within the hour. When those people weren't available for follow up questions other ""customer happiness"" individuals seamlessly stepped in and continued to assist me till the issues were resolved. Each one seemed to love what they were doing. 

Intelligent, and happy. 

The site guided me through the process of forming a project, it reminded me when it was time to take the next steps, sending thank yous, asking differently, keeping my friends informed, and expanding my reach by using social media tools. 

It was as though I had my own coach every step of the way. 

Thouroughly miraculous. Especially in the face of a crisis.",5,False,I crashed my hand cycle,crashedmyhndcycle,
217,2019-11-19 13:42:44,"I never thought much of GoFundMe posts. I would give here and there, but it wasn’t until I needed legitimate help that I thought, “Why not?” So I posted... and the support I’ve seen from friends and family both through their gifts and words has truly been an inspiration through my battle with cancer. This gives people an opportunity to help from afar. God truly has a perfect plan and He is with us always.",5,False,Best Media for others give and receive HOPE,KungFuGamer,"{'id': 12478594, 'body': 'Wow, amazing! Thanks for sharing.\n\n___\n\nCustomer Happiness\nGoFundMe', 'modified': '2019-12-19T04:25:41Z'}"
218,2024-04-10 12:57:49,"GoFundMe was very easy to use and set up. It was effective in helping collect donations. The processing to get funds took a couple of days and the funds were transferred into my bank account. It was a smooth process and while there are fees, it’s reasonable. 

An option for the donor to be able to pay for the fee would be a cool feature. When I make a donation toward something, I like to be able to cover the fees so my full donation goes to the cause.",4,False,Simple and effective,Bethc7997,
219,2020-05-15 23:57:45,"If I could rate GoFundMe with zero stars I would. A campaign was created for my fathers cancer treatment. Friends & family all chipped in to help. Enough money was collected to pay for his treatment, but GoFundMe has held the funds for weeks, leaving us scrambling to find money to pay for his care, which puts as back to where we started, not knowing how we will cover the cost. We’ve submitted a withdrawal of funds, & everyday GoFundMe changes the date of withdrawal further & further away. I fear we will never see the funds deposited. They basically have ZERO customer support & all you get from them is a list of FAQ & auto generated emails. We thoroughly regret using GoFundMe as our source for collecting funds.",1,False,DO NOT USE GOFUNDME,El.Sanz,"{'id': 15553068, 'body': 'We’re sorry to hear what you are going through. If you still haven’t yet received a response, I suggest writing in through chat between 6 AM - 7 PM PST: https://support.gofundme.com/hc/en-us\n\nMaddy\n___\n\nCustomer Happiness\nGoFundMe', 'modified': '2020-05-25T20:52:19Z'}"
220,2018-01-25 00:27:30,"This app saves lives people I only wish more people knew about it, I've read other reviews and notice people writing about the bank not recognizing the money? That makes no sense to me honestly I mean If the bank was disputing a charge that would make sense but it's a deposit so that is just ridiculous to me, well I've never had issues thus far and don't anticipate any, but whoever is responsible for this app thanks and I love you.",5,False,Really Appreciate that this exists,Gjdnvjbn,
221,2023-01-29 23:22:27,"I had a back surgery and we needed immediate help. Financially, go fund me, was a very effective way to be able to do that. I had never really used it before. Although we only asked for a certain amount, this is going to be a very long road. we have five children three which is disabled. God bless you all and thank you so much for the help given.
Bobbi Albro",5,False,Placed an opportunity for immediate help for our family.,Bwalls86,
222,2022-04-26 05:09:01,"I’ve created two fundraisers for a loved one with cancer using this platform. Both have worked out beautifully! It’s easy to use this platform, and it’s flexible enough that you can make changes simply if you make an error, have additional info or figure out a better way to express your narrative. The recipient has received the money with ease. It’s worked out well.",5,False,Pretty good,Love your Yoni,
223,2022-04-04 11:16:50,"I used GoFundMe over a year ago because my dog had MAST CellCancer and needed surgery.  The first day I raised almost $1000.  I didn’t raise the entire amount I needed, but it helped.  Now I have metastasizing cancer, terminal, and it amazes me that people are more willing to donate to help my fur baby, but I haven’t raised one penny yet for my cancer.  It’s only been 6 days since I started the GOFUNDME, so I’ll give it more time, but so far I am disheartened.",5,False,"Godsend For My Dog, But Not For Me So Far",Mohave_Kaye,
224,2024-04-20 12:07:03,"I’m so happy they created an app version! 
It has helped me tremendously. I love that everything is just a click away and while on the go I get notifications immediately. It has made it easier for me to respond to donors and update my page with ease. Because of this awesome addition it has increased my supporters for my community event. If I could give them 10 stars I would ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️🤣",5,False,Love the app!,FlowersforFathersDay,
225,2018-05-04 01:25:28,"Those who have donated to my surgery, I love them all that took the time to help me and my family! That, I will eternally grateful to them for their generosity! I still have a $1800 debt to deal with AFTER my surgery May 8th in Florida and without a job due to disability, I’m concerned that my bleeding ulcers will come back because of stressing over how to get help. My disability check is over our county limits for each family by $100. GG Thank you for posting my cause. My main issue is that I’ve posted at least 86 times or more to FB and it keeps saying it’s been 4 months since I last managed my campaign. That’s so wrong! Oh well!",2,False,Kinda Sorta...hmmmm!,DirtyBush,
226,2017-09-11 08:45:12,"This has been a great resource. But the app and website needs work. Things aren't 100% clear and somewhat vague to where it gets confusing to use. And our campaign was updated, but when we login, it keeps going back to the non-updated campaign and doesn't lists the donations. Also, trying to get help for this issue has been a problem. Also, other issues with options not working when I try to get confirmation emails sent to me. Again, it's a great thing, but difficult to use sometimes.",3,False,Great To Raise Money-App And Website Needs Work,Milopowers,
227,2023-01-29 21:52:10,"The process is easy, fast, reliable.
People who are skeptical of GoFundMe - don’t be. Be skeptical of the few people who try to take advantage. This website is great and helped my family raise over 20 thousand dollars for my aunt, whose house burned down in a manner of hours and lost everything but their lives, thankfully. I recommend to anyone who will use it legitimately.",5,False,Couldn’t have done this without GoFundMe,streaked11,
228,2022-12-25 02:15:04,People will never understand how wonderful and app like this is until they themselves need it truly! Thank you for creating this app!!! Our house burned to the ground we have lost everything and it’s been so very hard right here at Christmas not having nothing to our name no more then the clothes on our backs! Thank you so much once again. So humbled right now!,5,False,No home for Christmas,TrueQueenJusice👸🏻,
229,2019-06-22 07:38:47,"Most of the app is great so far. The troubles that I’ve had with it though: when saying thank you to those who have donated, some people have received the thank you messages, others have not and have even checked their spam for the messages. 

Also another glitch I encountered was when a thank you was sent to someone who I was not writing to. I’m sure I was writing to Maria, and my thank you message was sent to Meredith with Maria‘s name on it. It’s a bit embarrassing when somebody writes back to you saying, “I think you sent this to the wrong person.”",3,False,My Review,wth uber,
230,2024-03-26 21:54:02,I’ve used go fund me for years. It’s been a life saver to two dogs and a few friends I raised money for.   They used to be personable and staff that would reach out to clients if we had questions.  Now they have a BOT that’s nothing more then FAQ and a 3rd party paying partner that’s ridiculous.  Zero customer service now and the pay partner who is holding things up even thou I’m submitting the paperwork requested.  Can’t get a human.  They let greed overtake customer or client service.,3,False,A great concept and mission but they lack a few things,WTCMEDIC911,
231,2023-10-10 15:52:58,"I have now tried to reach out to customer service 5 times, wasting more than an hour in queues that, even when it says I am next, never actually connect me.  Then it sends my question to the support group and says if I don’t hear back in 24 hours check spam, but I haven’t heard back in 4 days!  Please get the issues with customer service corrected.  At this point I am left with no answers and waiting to see when/if our organization will even get our money that was raised!",2,False,"Great tool to help raise money, but…Horrible Customer Service!!!!!",GymFunatics_Dad,
232,2022-05-18 23:25:24,"We needed an efficient way to collect donations from a wide variety of donors.  Parents, teachers, coworkers, students, grandparents, distant relatives and friends.  The one thing they all had in common and were comfortable with was their smart phones.  Set up of the account was easy on line.  Within moments of going live funds started rolling in.  I would highly recommend Go Fund Me. 10 out of 10.",5,False,High School Fundraiser,Best Rower,
233,2021-11-09 15:36:34,"This platform is amazing.  When there is need for help, this platform makes it easy to ask for help when everything else in your life may be so hard.  I am grateful for this tool.  My family is currently going through one of the most difficult health challenges and this tool made it easy to get the donations into the necessary bank account.  Thank you GoFundMe.",5,False,Thank you,nfn202,
234,2021-09-10 16:29:33,This app has become a wonderful gift to me. I am so grateful for everything people have given me in this hard time of illness. I am able to afford my doctors copays and medicine because of everyones generosity and goodwill. I know that one day in the future I will be healthy and financially stable to return the favor to you or someone who is having a hard time like I am. May the Universe (God) bless all of you!!,5,False,Thank you so much!,Plattam,"{'id': 25072966, 'body': 'Thank you for taking the time to leave such a heartfelt review. We are so sorry to hear about the circumstances that brought you to GoFundMe and we are thankful to hear that you received the support you needed during this difficult time.', 'modified': '2021-09-13T14:44:38Z'}"
235,2020-11-11 04:07:02,"I’m currently trying to raise money for my mom to help with her living situation, and this app is super awesome at a time like this! I honestly don’t know of any other apps like this one, the only thing I can thing would be FB, but even then I’m unsure. So basically it’s worth the download if you truly truly need help. 

P. S. I also used this app when my house burned down, now I currently live somewhere new and I’m very happy and a lot of that has to do with me using GoFundMe.",5,False,Helpful!,louisebelvher,
236,2020-05-06 21:08:06,"During the Covid 19 pandemic my small business offering art and pottery instruction to children and adults had to close its doors. With no relief from the government, banks, or local organizations we turned to GoFundMe and I am, for the first time, feeling like things will be okay and we will get through this together!  It takes a community to fight through tough times and this has certainly held true in my situation.",5,False,Saving a small business in this uncertain time.,suprchik81,"{'id': 15197868, 'body': 'Hi there,\n\nI am happy to hear this! If there is any way we at the GoFundMe Support Team can help, please let us know.', 'modified': '2020-05-08T18:46:54Z'}"
237,2019-08-29 13:58:04,I have never used Gofundme until my sister got very sick and the doctors were unable to diagnose her illness let alone get her help!! She deserved another approach but that meant we had to find holistic care which costs money. I’m am so grateful because In under 3 weeks we were able to reach and exceed our goal!! Thank you everyone for this site and for the opportunity to ask for help! I am forever grateful! ❤️🙏🏼,5,False,"Love this site!!! Wow, it completely works",Super-star79,
238,2019-06-08 12:52:06,"It’s a lovely app, simple to use and easy to customized. Although it has basic features, it’s not all the features you generally see compared to their webpage but it still gets the job done. I personally just like having a way to stay in contact and post new updates even while I’m on the go.  Definitely worth checking out if you consider starting a campaign or fundraiser of any kind.",5,False,All You Need to Get Started,BlackThornRose,"{'id': 9151882, 'body': 'Thank you for that feedback! We aim to make the GoFundMe App the best mobile way to raise and donate funds and hope your experience reflected that.\n\nIf you have any additional feedback or questions for our team, please feel free to reach out here: https://support.gofundme.com/hc/en-us\n\n___\n\nCustomer Happiness\nGoFundMe', 'modified': '2019-06-13T14:00:36Z'}"
239,2018-09-21 15:56:43,Although I think your app is a wonderful app I didn’t remember that I had to wait 2-5 days to get the funds in my account. I needed those funds by the end of business the next day after I created my campaign. Luckily for us we had someone to cover it until the funds were deposited. I understand things must clear but credit & debit cards clear automatically & in emergency situations exceptions should be made on a per review basis. We almost lost our home but Praise God we didn’t. Besides that I had issues getting the picture to update to the right pictures i’m not sure why that was.,2,False,Funds Accessibility,Barbeee2415,
240,2018-09-07 19:12:47,"My nephew received a spinal cord injury helping an elderly man.  I’ve been helping my sister and nephew raise money for purchasing a vehicle to get him around and adapting their home for him.  Raised about $250 now and the app makes it easier to help them.  

Not only did I create the GoFundMe page for them and manage it, it also helped me create a team to manage page.  Thank you so much for this tool...  I’m already thinking about how I can use it to help a friend who is blind.",5,False,Great tool!,Jason C White,
241,2018-05-11 05:01:19,"My 27-year old son padded unexpectedly on 27May2018 and Gofundme was introduced/recommended and coupled with the donors we are able to fulfill the Homecoming Services for our son. Moreover, we required the assistance of their support services for a technical matter and the assigned representative remained with us until the issue was resolved--the epitome of ""Excellence."" We are grateful for and to the donors and also grateful to Gofundme for being available for people to help others!

Lloyd B",5,False,Gofundme Mission and Superlative Support Services,LAUSMC,
242,2023-05-13 21:43:14,"This is the first time I’ve ever been injured like this and also the first time I’ve used go fund me. I’m just struggling and I can’t walk or get out so I used this app. People really do care. Everyone has their own issues and life changing emergencies and this app is an excellent way to help one another. I appreciate any help I get whatsoever. Kind words, prayers, lift me-ups, anything. I appreciate it.",5,False,Emergency life change,nursemike2020,
243,2022-05-10 14:38:52,An unexpected need to raise money for an untimely death was shockingly easier than I thought it would be. Sharing go fund me through social media allowed all who knew the deceased individual to view the story of why funds were needed and how much. Our goal was met within  5 days or so and in person donations helped us to supersede the amount desired. We were blessed beyond measure. Thank you,5,False,Fundraising  for a memorial,Won'thedoit,
244,2023-01-28 15:08:16,"From the bottom of my heart, I would like to thank the organizers of this app. Im sure this review page is filled with appreciation posts from the people who’ve been helped by it, but I’ll gladly add one more. Helping my un-housed veteran mother when the bureaucracy of the VA programs could not shouldn’t fall on the shoulders of the community, but it did. And this community lifted her up without hesitation. Thank you again.",5,False,Thank you,Wizerrrd,
245,2019-06-27 10:08:22,"I really do like this app but I think it needs to reach out to more people around your city. I also think that you should be able to reply to comments when people comment and ask questions on your fundraiser. I can’t reply to anybody that asks me a question and that’s an issue for me because I have to further explain to them (for some reason even though I wrote in my bio everything) what my fundraiser is about etc. I just feel like you can’t do much with this app besides share it, it’s dumb.",3,False,Needs updates and more things to do.,helloari13,"{'id': 9554591, 'body': ""Thanks so much for sharing that feedback with us. I agree that having the ability to respond directly to comments is a great idea for us to consider, so I'll make sure our team records this for review. Most of our site's improvements come from suggestions like yours, and with your help, we can make the site better for all.\n\n___\n\nCustomer Happiness\nGoFundMe"", 'modified': '2019-07-08T18:05:35Z'}"
246,2019-04-25 02:03:42,"Gofundme is a wonderful fundraising platform and reasonable priced for all the functionality. Two things prevent me from a perfect 5 star rating.  I don’t like subjecting my donors to the “opt out” style of leaving a tip to support the site. This is especially bad for older, less computer savvy people who get tricked into leaving money that doesn’t go to the cause. 

Also, I’d like a bit more basic formatting function for placing pictures and font bolding or italicization.  It seemed that formatting didn’t publish on updates, particularly. 

Otherwise it has been a very successful way to research people who would be inclined to
help my family in a time of need. We followed tips and suggestions from the gofundme and some youtubers and raised almost $7,000 in about 6 weeks and we’re still updating. Thank you for a great service!",4,False,Peggys Cancer Heartbreak,Phil Tronolone,"{'id': 8479774, 'body': ""We appreciate that feedback, Phil! Optional tips have replaced the previous 5% platform fee we utilized, but we never want anyone giving unknowingly. Please feel free to send any donors to our Help Center so our team can assist them with refunds. As for formatting functionality, we'll pass your suggestion to the team for review. Suggestions like yours make the site better for all.\n\n___\n\nCustomer Happiness\nGoFundMe"", 'modified': '2019-05-02T14:23:33Z'}"
247,2018-05-06 02:15:22,It’s been about a week or two since I’ve downloaded the app. It’s easy to use but I’ve encountered some problems. I was in the process of making a campaign but decided not go through with it right when I was going to finish it. A week later I decided to make a new and different campaign from the original. I posted the campaign but the picture had a video from the unfinished campaign I made. It also had the story from the unfinished campaign. I edited it and saved but it didn’t save anything at all.,3,False,There’s some problems to the app,T_A_R_A_1_3,
248,2022-06-26 03:45:31,I have never used this platform before. Back in the day I was a huge fundraiser for people & organizations in need throughout my life. It’s such a Blessing to see people from all over come together in a timely manner to help. I never thought I’d be that One. I’m so Grateful to Go Fund Me & all those participating. Thank You all to the Moon & Back💗💗💗 I only wish my Husband knew how many people He touched and that Love Him💯💗🕊,5,False,Such a Blessing,Happy Clothes,
249,2022-01-28 19:10:29,"This app not only helps you for your emergencies, but also allows you to help others in need the best and fastest way possible. Not only can it go by area and but also by what kind of help you’re needing or giving. It has many tools for the ones who need help and the easy sharing on social platforms are even better. This app/company is literally in my top 10!",5,False,Great app for help,gofundmemod,
250,2021-07-29 21:26:51,"I had a car collision and the insurance adjuster wanted to only give me $2300 to get a new reliable vehicle. After COVID, car prices sky rocketed. Getting the same reliable vehicle for that amount was proving difficult. My mom suggested a GoFundMe for the amount I needed to get the reliable car I needed for school and work. So, far I have raised $305 of the $3000 I need. But, it all adds up, I’m hoping I get the rest soon.",5,False,Car collision,Frank Freely Mejailer,"{'id': 24251714, 'body': 'Thank you for taking the time to leave a review, Frank. We are happy to hear that you had a positive experience with us and you were able to raise the funds needed through GoFundMe. If anything ever comes up, our team would be happy to help!', 'modified': '2021-08-02T06:40:16Z'}"
251,2021-05-03 04:32:06,"Not sure why I would rate this app anything less than 5 stars. The concept of growing a community to support one another through donations is one of the most beautiful things ever. I have a fundraiser going at the moment and I already have donations. Sites like GoFundMe just prove that there are people out there who want to help out, even if they don’t know the person. Great site, great people, great rating!",5,False,Love it!,ndengler,
252,2019-01-22 13:56:43,I have had the most easy experience with go fun me. I have had less of a headache with having to set up my own website for fundraising for my family who lost everything from a space heater. go fund me is simple and easy to use. I recommend this application/site for anyone who isn’t familiar with setting up their own or even if you can set up your own this will save you time and over all cost.,5,False,House fire,Nessimicnesster,
253,2017-08-29 14:12:01,"Fundraising can be really hard especially in todays time. The fear of rejection or gruff responses are taunting. This is especially true when it comes to fundraising for your for medical needs or otherwise. GoFundMe eliminates these issues. Its so easy to sign up and get a campaign going. Awesome user interface!  Also, their customer service is phenomenal and they are always helping you to ensure your fundraising goals are met. I highly recommend this app!!",5,False,Best way to fundraise!!,Chowhound91,
254,2022-04-02 23:52:47,"I believe that creating GoFundMe should only be for life-threatening purposes and serious issues that are out of your control, not little petty things that you should have to deal with yourself in life. Having an illness that nobody can cure has humbled me so much and having the ability to create a GoFundMe to get the treatment I need to live is heavenly sent. Thank you GoFundMe for doing what you do ❤️‍🩹",5,False,Thank you ❤️,GreenGodess777,
255,2023-08-18 16:48:45,"The process of setting up a gofundme for someone else is fairly straightforward. Transferring funds to them directly is more complicated since you don’t always have beneficiary info in the beginning and setting it up after the fact has to be done through contacting support which was a tedious back and forth process. That said, support was awesome and on the ball. It did take time though.",4,False,Wonderful Way to Help Someone in Need,Eschfineart,
256,2022-04-25 20:40:38,"1) I’m unable to log in through the app in order to check bank transfers. 
2) My actual fundraiser won’t update each donation in the app, so it says i’ve only raised $20 under my “manage” tab, then when I click the fundraiser to go in and see it, it shows the current raised is $233.
3) I’m unable to edit my bank transfers in the app because, when I auto fill my password, it presses enter, then it takes my back to an empty login bar. 
4) I’m unable to edit my fundraiser (error message: “fundraiser editing unsuccessful”)
5) I’m unable to post updates at ALL, given the error message “an error occurred, please try posting again”.
6) I tried going online instead of in-app to post updates and edit my fundraiser goal. when I go on online to update or edit, it takes FOREVERRR to catch up with my typing. It’s basically un-typeable.",2,False,Having a LOT of technical issues right now!,~TmexSerenity~ :3 Rawr,
257,2022-01-30 06:35:12,"I just started and go fund me for my friend that almost lost his life due to an accident. He had an air flight and open heart surgery and is lucky to be alive. Go fund me made it easy, for me as a friend to raise money for him. I appreciate the platform and am comfortable with the small percentage to enable the social platform they provide. Please, if you are able give to “Jeremiah’s recover from a near death injury fund.”, thank you.",5,False,Just started.,Dogmaster25,
258,2017-08-11 11:09:29,Easy to set up... took me a few minutes and very simple.  I love the fact I can't thank my donators both through the app as well as post to Facebook. Thank You GoFundMe with this app it would be hard to raise money for medical care of a stray abandoned abuse old bait dog. And without the donations from all over the U.S. from friends/family and people that I've never meet or spoke to Bear would have been another dog that died from abuse of a human hands.,5,False,Love it,Rena0672,
259,2022-10-20 20:20:20,"My niece needed help so I decided to try this. It was dead easy to set up and looked like a professional had done it. 

I didn’t tap into the community so I didn’t really get any donations funneled in that way. But It was simple to share the link and post updates which helped with repeat donations and donations in general. 

I’m happy this platform exists. Great resource for this.",5,False,Easy and professional looking,random12saywhatever,
260,2020-11-25 15:05:32,"GoFundMe is a great way for others to come together to help those who are going through a rough road in life. I will say that it’s not the easiest to navigate when you’ve never set one up. Somewhat confusing when you set up an account for someone else and then want the person that you set it up for to do the withdrawals. Other than that, what a great idea and way to be a part of helping someone! Thank you!",5,False,Rick,Vi Guy,
