,date,review,rating,isEdited,userName,title,developerResponse
171,2024-02-22 19:00:00,"There needs to be more filters and methods to find things that interest you.  The Categories are fine but end up being a catchall. The search features brings up projects from 8 years ago. And unless you know the exact name, the thing you’re looking for may end up buried under a bunch of unrelated projects.  If there are ways to do it better, it’s not intuitive enough because I don’t see it.",2,False,AlienBBQs,Finding projects is not intuitive.,
172,2023-05-12 01:15:33,"First, I love Kickstarter. I've backed over 70 projects. 

That being said, I created a Kickstarter account using my Apple ID. This has prevented every project I've backed from contacting me directly for logistics and support. As a result, I've had a massive headache working with every single individual creator to get things shipped to me. The worst part is I can't convert my account to a plain email login. 

Kickstarter should have never allowed people to create accounts with and AppleID. I'd love help to switch my account.",2,False,yahooligan,Kickstarter + AppleID = Painful,"{'id': 36662722, 'body': ""Hi there,\n\nThanks for the feedback. We can change the login information so that you can simply use your email and password. Please get in touch at app@kickstarter.com and we'll be happy to help!\n\nBest,\nKickstarter Support"", 'modified': '2023-05-22T14:25:50Z'}"
173,2020-01-08 06:42:05,"Overall the app is fine for what it is. Definitely the web-based version is better tho. 

The latest change to how the pledge levels are displayed is terrible, especially after a project is funded as you can no longer see what the other pledge levels were. 

Oh, the search function is abysmal. It’s so much quicker to search from google and find what you’re looking for instead of searching in the app.",3,False,Taran Wanderer,Pledge Level Confusion,
174,2023-01-05 04:56:02,"I am telling you all DONT USE THIS APP OR PRGRAM! Out of the 8 I have funded 6 turned out to be scams and kickstarter does everything they can not to help the pledgers get their money back and doesn’t help when you file a dispute with your credit card companies! So I have lost of $1500 in scams and they don’t help, don’t care and don’t even try to stop scam companies after that have screwed pledger one go. They let them put up other items and don’t ban them. It’s a junk and should be deleted!  Don’t do it!!!",1,False,BADCompany73,Most of the funding are scams from China!,
175,2021-03-30 12:42:32,After starting on Kickstarter through safari I downloaded the app. This app is so bad I still end up using safari. It can’t find projects I have saved but they are there when I look in the browser. When searching for it in the app it doesn’t return any results even though I’m searching the same name. The pledge options and other items that people have discussed are true as well. Might as well just delete and keep using the browser for this one.,2,False,AnonymR85,Rating for the app,
176,2019-04-02 19:26:17,"I do really like the phone app, it’s easier to keep track of your backings and search for new items a bit better than the web version. The biggest issue I have is there’s no pinch and zoom. This makes it difficult to read some of the small print and not be able to get a better look at projects.",4,False,Merlins assistant,Does what it’s supposed to do with exception,
177,2023-12-08 22:23:03,"Be very careful. Even though risks are associated with funding a project, it’s telling that Kickstarter doesn’t enforce any kind of control, when they really could do it. Kickstarter doesn’t require project makers to provide updates when they go silent ( and maybe on the run). They could denounce the would be scammer. No. They don’t. They could refund their commission made on a scam advertised in its network. But they don’t. They don’t even answer emails. So in a way they are enablers. Apple should look into these apps as well.",1,False,4_8_15_16_23_42__,This service doesn’t discourage scammers,
178,2023-01-17 20:08:12,I have notified Kickstarter that a creator reports sending a reward and says they have tracking. Tracking info was requested and after numerous sent emails asking for tracking no information is forthcoming. Kickstarter says just give them more time to respond. I would think creators would be removed for this behavior. As noted by others there is real possibility of losing your investment.,3,False,sewsew10,Poor communication,
179,2022-06-23 10:30:41,"When I was vocal about a fraudulent project, and reported it to Kickstarter. Kickstarter did nothing about it, and afterwards silenced my account. I can’t post, but I can still pledge, in other words, they just want your money and to shut up. No wonder Kickstarter has fallen out of use, they have zero accountability and WILL NOT PROTECT THE BACKERS!!! Do not use Kickstarter at all!! You’re at the mercy of the creator for refunds, and creators are under no obligation to fulfill their pledges, unless the backers sues them. Kickstarter is no longer a safe place to invest! Do not give them your money!",1,False,Higwings89,SCAM KICKSTARTER DOES NOT PROTECT BACKERS!!!!,
180,2021-09-24 12:52:33,"There have been many startup that had great ideas for entrepreneurs of all creative stripes to get their good work out there! Etsy and Kickstarter are at the head of the class—both in terms of range of projects and usability. Don’t go the way of so many other good ideas, chasing the golden goose and cashing out!",5,False,funkbuddha,Kickstarter Rocks,
181,2021-01-13 02:05:21,"The app is pretty good for browsing new or popular projects. For the backed project list, though, it’s very annoying that it keeps refreshing the page and take me to the top of the page after I open a project and does something there (like adding/removing the save). I have a long list of back projects and this means on average I have to scroll down half of my project list if I need to do anything to a batch of projects.",3,False,ccz.zcx,Works fine in most cases,
182,2019-06-27 14:16:46,"The app works great and I really appreciate the attempt at a good thing here, however, I (and many others) have been scammed and Kickstarter does nothing to back you up. 

First I invested in a new bed called Baluga that didn’t happen. I did receive a partial refund, but basically contributed money to a design failure. 

Worse, I purchased a weighted blanket called “Zen Blanket”. This is and was a complete scam from moment go and Kickstarter has done nothing to back up their users and investors. Very unfortunate and I will no longer use Kickstarter for any purchases.",1,False,Dankno686,Too Risky and full of Scam Artists,
183,2024-04-28 14:33:22,I will never use this app again and I have seen other projects that I would have liked to back – I ordered a item and it’s been almost 9 months and I keep getting excuses from the project of why it’s not here yet and there’s no recourses to get help from Kickstarter just a loop of click this to do this and click that to do that but no way of Kickstarter stepping to help you are just on your own and if the project creator doesn’t send your item well then tough #£¥¥ for you,1,False,RoNIN5IN,terrible first (and only) experience,
184,2018-01-10 19:28:31,"The platform Kickstarter delivers takes user friendly turns up the heat up to user should we have kids?  Being a first time Kickstarter I found comfort with all the help lines they offer.  Truth is though it’s so easy to use I never needed to utilize any of them.  Now, Let’s see how my project does kick it up! search THE GOOD BOMB and let’s deliver a cure.

THANK YOU! KICKSTARTER

Jamie B",5,False,Sinscribble,****** 6 Stars so far,
185,2018-09-28 21:36:33,"I have backed several projects and have received them. One project I am still waiting on 3  years later but they do keep in contact. One project, a coffee chiller, just took my money & ran. No further communication, no refund. Kickstarter did not care when I contacted them. They only said the inventor should refund money & contact them. Well, I did & of course, no response. Again Kickstarter did not care. They did not even attempt to help solve the problem. But they got their percentage. So beware of this app. No protection for investors. No integrity from Kickstarter.",1,False,veryannoyedinvestor,"No good, Kickstarter does not care",
186,2018-03-24 08:41:52,"My account is connected via Facebook, so every time I want to comment on an update (liking it in-app is no problem), I am directed to a page with ""Please verify with your Facebook account to continue."" I try logging in, but nothing happens! I try to preview the link, and it's 404 not found. Logging in and out or quitting the app doesn't help. It's really quite annoying.",4,False,Azurite,Can't comment!,
187,2017-11-29 04:20:29,"I love the Kickstarter App. Great navigation, organization, and simple to use. 

I am not sure I understand your new logo treatment. The letters of Kickstarter are difficult to read, it looks like blobs. I keep passing through my Apps over and over as I no longer see “Kickstarter Green”, yes, that was a “thing”. Your logo was so distinctive and memorable.",5,False,CometWaves,What happened to Kickstarter Green,
188,2023-10-11 09:51:45,"This app will take your money because it’s filled with people that show you this super cool product and once you pay them money and then wait 3-4 years, all they did was take my money and never fulfill my purchase. I have backed 8 campaigns and have only received 3 items….the reward DOES NOT outweigh the risk, everyone just wait till the products you see come out to the public, better to pay full price than save %20 and have an empty promise….I hate this app, it’s taken close to a $600 from me.. not worth it",1,False,Gman2147,NOT WORTH IT,
189,2022-08-18 01:36:30,"They say they have rules but they don’t. Over 3400 people  raised over $500,000 for a project. Tunatutu. The people we backed then opened an online store and are selling the products we paid for. Kickstarter says that’s against ALL the rules but does nothing. Nothing at all. I’m out $228 with no redress. 

I’ve backed over 35 Kickstarter projects and we all can understand the Covid/materials/shipping problems but not this outright theft. Kickstarter got their money and for all they brag about ‘community rules’ they don’t really have any.  Forewarned.",1,False,theGardener65,They deny all responsibility,
190,2021-06-14 17:02:42,"This is crowdfunding, however Kickstarter does not properly vet the creators, which results in a lot of fraud. Once they release the funds that’s it, they WILL NOT help the users in any way when creators take the money and run because if they did then they would be admitting to the high level of fraud. I repeat, NO ASSISTANCE to fraudsters stealing your money. Furthermore, I do not agree that Kickstarter openly supports Marxist backed groups while shutting down others who don’t align with their political agenda.",1,False,Knighting,"KS does not properly vet creators properly, lots of scams with no support.",
191,2019-12-05 03:22:36,"This new update is terrible! Now when you pledge, you can only see your pledge and not the other options. You used to be able to easily scan through the other options to see if a super early bird pledge dropped out and became available and easily switch pledges with one tap. Now you can’t even see the other pledge options! Also, if the creator adds new options, you can’t see them unless you cancel your pledge first. Please fix this! This change has destroyed the most useful feature of the app!",1,False,iNote,App needs to be fixed,
192,2018-12-11 03:57:34,"This is a great way to support a new idea. A small business and to get great deals on all the latest gizmos and gadgets before they hit the retail market...... Christmas shopping simplified for that special someone who has everything ( not, they only think they have everything) 
The look on the face of the receiver , PRICELESS. 
I LOVE KICKSTARTER!!!!!!  Great job to the creators of this marvelous app~~~",5,False,ylaurie57,Fantastic!,
193,2017-11-11 07:10:11,"Kickstarter seems to be allowing phantom companies to create accounts in orderto sell false wares. 
Over a million dollars has been pledged by patrons including myself to ""Polygons"" over a year ago with a promised delivery of LAST January and no return on our investment. The date has been pushed to April of NEXT year and I doubt anyone has faith that we will ever see a product and obviously never a return on our money. They scammed over a million dollars out of us!
Shame on you Kickstarter, do more research on those you allow on your website. The bad eggs are ruining your reputation.",1,False,WhataWino,Scammers,
194,2024-01-02 22:05:05,"Kickstarter has become infested with scam artists that will take your money, but never deliver.  Kickstarter doesn’t care, because they get a cut of what’s collected.  This app does not provide any of the required functionality to report violations and/or fraud to the company.  For that, you have to use their website.  Given that it is such and endemic problem, that really makes using this app pointless.  Much like the kickstarter “service” itself.

Save your money and your nerves, avoid them both.",1,False,ArthurCAK,House of Scam Artists,
195,2017-10-17 19:42:50,"I love Kickstarter and have supported several of them.  It is a wonderful way to show support for innovative projects that interest me while protecting my investment.
  I never back a site that will take my money even if the product doesn’t reach it’s goal ... that would - perhaps - be an invitation to rip off the consumer.",5,False,SSSwonderful,Support,
196,2019-09-16 15:04:54,"The app is great except for one great frustration: I try to keep up with kickstarters in my area of interest, but there are *so many* that it is nigh impossible without a way to mark those in which you are *not* interested. Without this, the (excellent) search facility just presents you with the same enormous list each time you sit down to review projects. 

With such a button, this would be a 5-star app!",3,False,01 Binar,Need a “not interested” button,
197,2021-05-13 14:35:01,"Kickstarter has been taken over by scam artists.  You can no longer trust any project you back to complete.  2 years ago I would have given a 5 star rating, not anymore.  Unless and until Kickstarter takes responsibility for the actions of the scams perpetrated on this platform I will never use again.  DO NOT BELIEVE ANYTHING YOU READ FROM A BACKER ANYMORE.  I have backed more than 10 projects.  Unfortunately, 20% were scams.  Remember, you lose your money.  Kickstarter will not reimburse you for a scam, they just don’t care.",1,False,TAO or Zen 54,Used to be good - Backer Beware,
198,2023-01-13 22:16:11,"Project creators can be anyone from anywhere and there is no accountability, no oversight and no protections for backers. In the case of a shady project creator that stopped all communication once the funds were collected, KS refuses to take any responsibility and will take no action to support backers, saying only that they have reached out to the creator and encouraged them to provide better communication. Basically, this is where fraudsters come to collect money from suckers and the TOS (that you have to agree to in order to use KS) make that ok. 
Good luck!",1,False,Chadwickday3,STAY AWAY!!!,
199,2022-07-04 12:05:48,"I noticed my activity page was not working for over a week. I figured I’ll just uninstall the app and log back in. The app refuses to allow me to log back in. It believes a bot is logging in. It has me press and hold a button but nothing happens after. Just an infinite loop. I checked my permissions and I don’t have anything checked as off. When my activity page wasn’t working, I was still allowed to back projects. I’m lost in what to do. It was working great before this.",1,False,Danny Kil,Application Not Useable!,
200,2018-04-13 17:03:06,"I’ve been using Kickstarter for a bit now and have joined other users in funding a few projects.  Absolutely love the way Kickstarter brings these projects out front of so many like minded people.  Great product, will continue using it to explore, learn and ultimately help find a few great projects.",5,False,jdsparkX,So many great projects,
201,2022-07-03 15:15:56,"Worked good until the update. But now it will not show me any updates about the kickstarters, stuck on the same screen from weeks ago and will not load new ones. Other than that a good app. Apple’s reporting system deserves a 0 tho since it says I can’t report a problem due to having no purchases… aka they didn’t get paid for the app they dgaf",3,False,phae b,Broke,
202,2022-05-14 14:35:38,"The app inevitably freezes up you are in a competing bid. It did it again today as everyone tried to fund a popular new product. KC needs some sort of queue system rather than everyone pushing their way in on whatever computer they have. I am also suspicious that their is some sort of exploit being used by some since I have never gotten a first tier on a new product. 

Kickstarter you have been around from the beginning. DO BETTER",1,False,Cheated222,Always fails you when you need it most,
203,2022-02-10 14:26:35,Spent 30 minutes trying to back a kickstarter. Their site couldn’t process the order repeatedly. Three different computers to browsers and a cell phone no change. All other data access flowed properly. So I sat there and wasted all my time and energy and 30 minutes of my business morning for nothing while all the quantities vanished to zero. I guess they are just fancy Ticketmaster. Deleting my account never doing business with them again.,1,False,Hackdash,Can’t process their own orders,
204,2018-03-09 22:17:26,"I’ve backed over 100 projects, from $1 to many, many dollars than yet, and I have rarely ever been let down. Some projects fail, some creators do worse, but I have curated a magical collection of incredible things thanks to this wonderful app and platform. Easy to use and navigate, great website as well!",5,False,RyantheWade,Lifetime Backer,
205,2018-08-26 01:23:03,"If you have accumulated many projects, the new list view with image is a big improvement over the tile version. But please, remove the invasive green ""success"" signs! 

They cover up the project image when I scroll through quickly looking for something.

Just make the image perimeter outline GREEN; other colors for unsuccessful and withdrawn projects.",4,False,nbly,Better at listing backed projects,
206,2023-01-18 13:39:14,"What’s the point of having this app on my phone if I have to sign in to it EVERY. SINGLE. TIME. I open it? I may as well just go online. I’ve had to leave the app, go online to look for the other half of the info I was looking up for on a project I was backing and then  go back to the app and yep you guessed it. Log in to view your projects…. This app is less useful than the actual website and isn’t used for anything more than harvesting your data from your phone. What a waste.",1,False,Djadikt,What’s the point?,
207,2018-09-18 16:14:49,I ordered Pacifics67 knives that were five months late. My address changed which I put through to USPS but FedEx delivered to my old address. The current tenant requestsed the package to be picked up but FedEx never scanned it back into the system. The knives are gone and by Kickstarter campaign person wants another 190$ go get my knives to me. I ordered the knives in December of 2017 and they should have been at my house by April 1st. Mistakes will happen because your funding people that may not have done a business before,2,False,man jelly,Shipping and handling,
208,2021-05-01 23:18:19,I have nothing but good things to say about the interface of the app. It’s very easy to use and notifications are useful. The only two reason I did not rate 5 stars are I would like to see even more sorting options and they push social agendas instead of being neutral for creators.,4,False,Wicker08,Solid service,
209,2024-02-26 09:47:43,"Within the first hour of our campaign launch, we received over 15 scam messages, claiming: ""I want to support your project...""and then ""I have great marketing tools to boost backing..."", along with fake backing offers. Six hours later, the count rose to 45 scam messages, and Kickstarter has not taken any action in response.

The presence of scammers will lead to failed pledges, jeopardizing the success of many legitimate campaigns. We’re closing our Kickstarter account now, and go with a safer option instead.",1,False,pinky potato,BEWARE! Creators are scammed too!,"{'id': 42266201, 'body': ""Hi there,\n\nThank you for getting in touch. I'm sorry to hear that you have received spam messages through Kickstarter. Kickstarter isn't affiliated with any advertising, promotional, or marketing services, so any unsolicited offers you receive should be taken with a grain of salt.\n\nWe take spam behavior very seriously and will take the appropriate action according to our Community Guidelines (http://www.kickstarter.com/help/community). Please mark these messages as spam and our Trust & Safety team will look into this as soon as possible.\n\nIf you are planning to work with a service that offers to help you with your campaign, I would recommend reading this (https://www.kickstarter.com/blog/before-you-work-with-a-marketing-service-consider-this) blog post about some of the things you should consider before doing so.\n\nI hope this information helps. If you have any further questions or concerns please don’t hesitate to reach back out.\n\nBest,\nMonique"", 'modified': '2024-02-28T16:59:15Z'}"
210,2023-08-08 16:24:48,"There may be decent things here, but creators also crowdfund on other sites. Kickstarter is setup to allow “creators” to take your money and deliver you nothing. They actually protect creators like this. I would recommend indiegogo as an alternative. They make an effort to protect the backer from fraud/scams.  A project I backed on kickstarter was also run on indiegogo. They investigated and reimbursed backers while kickstarter does nothing. Again, save yourself the headache and look elsewhere. Unless you’re a scammer of course, then kickstarter is perfect for you!",1,False,Khart5970,AVOID,
211,2024-04-13 13:31:22,The app is slow to respond and often freezes. While trying to post a comment it’s very common to accidentally double post due to the poor response time. The main search bar rarely takes you to the project you are looking for even when you type in the exact name of the campaign. You can’t navigate from a campaign update back to the main campaign page. There are numerous other glitches that I can’t easily describe.,1,False,Honest Reviews 4 U,Poor implementation,"{'id': 43284848, 'body': ""Hi there,\n\nPlease get in touch at app@kickstarter.com and we'll be happy to help investigate further.\n\nBest,\nKickstarter Support"", 'modified': '2024-04-15T19:56:27Z'}"
212,2023-09-28 03:36:47,"I invested in Arpara and have had 1 year of empty promises, so disputed the charges with my financial institution. I’ve reached out repeatedly to Arpara for a refund and never received communications or refund.

One would think since Arpara would’ve had to setup financial data for their campaign, Kickstarter would have safeguards in place to protect investors. They do not, whatsoever, which was confirmed by my financial institution. 

In short, my investment is gone and the best Kickstarter has to offer as a remedy is a shoulder shrug. Terrible business.",1,False,Laviolej1,Investment not secure with Kickstarter,"{'id': 39464938, 'body': 'Hi Laviolej1,\nWe are sorry that you had such a frustrating experience. We will be sure to look into this. If you have feedback on ways we can continue to improve the backer experience, let us know at https://www.kickstarter.com/contact', 'modified': '2023-10-12T01:46:25Z'}"
213,2023-01-11 01:33:07,"I can’t believe that I have supported more than five projects because it’s ridiculous. the amount of time it takes for these projects to come to fruition. What’s even more frustrating is that some projects, even after taking your money, don’t produce anything at all, and will completely stop communicating with you! Something is going to have to be pretty amazing for me to be suckered in to supporting another project on Kickstarter. ! As for now I am done!",1,False,Kimster61,Never again!,
214,2018-05-28 23:41:13,The app is decent but the main problem I have is with bookmarking categories. Accidentally hit bookmark on a category and it won’t let me remove the bookmark from the app. Tried the website from a laptop and it doesn’t have any way to remove it there either. There seems to be a lack of crossover between the app and website that is kind of frustrating.,3,False,val.holmes18,Weird Bookmarking Issue,
215,2023-02-19 18:08:40,"After becoming a Super Backer, backing many projects, I am giving up on the Kickstarter project. I currently have 11 projects that have gone silent and no updates and many wanting refunds with no replies, Kickstarter may have been and could have been a great place for developers, now is just a haven for scammers and no control on what is presented. Yes, it is a risk, no, we should not just be taken for our money and have no recourse, and they get rich….",1,False,GTA20,"No control on projects, many are scams and never produced.",
216,2022-02-26 04:43:34,"95% of my KS browsing happens in the News Tabletop Games tab. For some reason, it has been completely empty the past few days. I've force-closed, signed in and out, and completely reinstalled the application. Nothing has worked. I came here to look for support. The App Support link here directs you to the KS Support page, which offers no app support at all. There doesn't seem to be a place to create a ticket either.

I can't use the app the way I have been for years.",1,False,CJ Harries,No application support,
217,2021-05-31 10:36:50,"Don’t do it, if you get burned by a campaign and they don’t fulfill the reward you get ZERO support from Kickstarter. They won’t even respond to you or try and get the creator to answer questions from backers. It’s like there’s no point for this platform to exist anymore. It’s just a place for scammers and hacks to steal money. Such a shame because there are great creators out there but since the platform won’t support backers and keep the scammers away there is no need for Kickstarter any longer.",1,False,mytwo3,Don’t use Kickstarter,
218,2021-01-20 22:47:41,Recently found out that in the tos when you back something if you don’t get the item or it’s defective and the seller is unresponsive Kickstarter expects you to accept a loss. Would not really be that much of an issue if they actually did something about the bad sellers though. The thing is they expect you to take a loss and refuse to address the scammers. I’ll continue to file my chargebacks until they start doing something. It’s actually illegal to force me to take a loss anyway.,1,False,TheElvesAreBack,Excellent concept extremely poor follow through,
219,2018-06-26 09:22:20,I have a backed project from 2015 and even though I have sent countless emails to the backed project and kickstarter I have not once in 3 years had anyone respond to my email neither from the project or from kickstarter. I just want someone to communicate with me and help get my money back from the scammer who got away with it. ***UPDATE*** It is now well over 3 years since kickstarter scammed me out of $500 USD I have email 16 times exactly and never a single response from kickstarter or SlidenJoy!!! Horrible app!!! Horrible business ethics!!!,1,False,Jelewis6,Poor customer support!!! Allows scams!!!,
220,2018-05-25 12:19:13,"The app desperately needs a tracking feature where I can track keywords, and set filters and parameters that tell me what Kickstarter projects meet the filters. And better search algorithms, I have searched with clear keywords and not found projects I had known about.",5,False,excelon72,Feature lacking app,
221,2018-03-03 17:17:30,"Kickstarter is special for a few reasons, but the one that sticks out to me—as an independent creator—is the way it allows for experimentation. This is rare in our society. Here, the market is tested without risk and the rewards are nearly limitless. I rely on Kickstarter for my small business, but also for inspiration and fun. I love it.",5,False,JustinSirois,A rare and amazing forum for experimentation,
222,2017-11-19 14:49:00,What color is this blob of a logo? No named color. I turned up the brightness settings in my iPhone thinking that might reveal the color but it's still impossible to discover. I'll never reach that discovery. Maybe that's the goal. Represent Kickstarters that will never be reached. Or reached Kickstarters like a certain Symphony #1 by a major video game music composer going unfulfilled for over 4 years and counting... All is confusion and dissatisfaction. I guess the design team picked a good logo in that case!,2,False,CellarDoor82,First time rating--ugly logo made me do it,
223,2020-06-05 14:09:07,"There are some significant improvements needed and information added to improve the experience. Please tell us where the items are being produced , assembled and shipped from so we can determine if the estimate to receive the items are realistic. Please keep the stats for what has been backed and shipped to us. Make the links for surveys easier to understand and us. There are more things needed, please improve backer experience as we want to help.",2,False,Whetstone66,This app needs an overhaul,
224,2022-09-21 19:06:18,"To much marketing in featured products that are essentially useless, table top nonsense, political messages, useless causes, useless books, ect. People want to see practical products not this nonsense, not many have nor the time nor the money to waste it in such things. Make feature practical add practical everyday products to featured home page, add some fee and you don’t need to maker nonsense no one has time for, nor patience to browse through.",1,False,Antonio200000,Bad implementation and features,
225,2022-10-12 10:42:46,"Thankful my Friend Dana Rubin has been Successful in her project Speaking While Female. I Am delighted to be part of that wonderful work.
After doing searches on other projects, I am encouraged to begin my own. I truly believe this will be the proper starting place to Promote my Project.
Thank You for All you do!!

Arlene McGuire",5,False,avamc,Encouraged,
226,2017-11-11 04:26:29,"On my iphone, when I am typing comments, it does not scroll down past the bottom of the screen. I feel that I am tweeting rather than commenting because of the limited screen real estate. I can sort of force it down a line or two and it still accepts input but you are typing blind.

I also don’t see where survey prompts are hiding when a creator uses Kickstarter for the survey.",3,False,MyrdinPotter,Annoying bug,
227,2022-11-15 19:10:29,"Beginning around the time of the last update, I found the app to be more and more unstable, to the point of unusable.  It began with long, and then longer load times; as load times grew, then the app might crash during its startup, but successfully open on a second try.  Currently, it’s unusable, crashing after interminably long attempts to open; no amount of retries, at least no number for which I have the patience, is sufficient to coax the app to life.",1,False,Mickey Two-Tone,Unusable,
228,2022-06-24 12:14:12,I can’t see the past projects I’ve backed with this app. I also think projects should be reviewable when they’re finished. I’ve backed projects and never actually received the award I was supposed to get. That should be reviewable…,5,False,Soundingon,Needs work,
229,2019-11-02 20:58:25,This used to be great app that you could expect to get your reward for backing a company trying to create something great - it had turned into an app to help fledging companies play games and delay delay delay getting you what they promised - I suggest you save your money and a lot of frustration. And wait until they become a real company you can order a real product from - Kickstarter has made themselves a place for companies to act badly and treat people poorly! Hope they fix this platform to protect the backers!,1,False,ilduramax,Used to be a good app,
230,2017-12-14 18:39:57,"This app is slightly more convenient than using a mobile web browser, but does not always make it easy to find the project you are searching for. I saw an ad on Facebook for a project I wanted to back, but when I tried searching for it in the app, it wouldn’t pop up unless I typed out the entire project name.",4,False,bsplightmaster,Eh,
231,2024-01-17 17:12:22,I created an account to stay up to date but never added payment information. Yet my family and I were charged $112 plus change for no reason and without our consent/authorization! $112 of our hard earned money charged without us even making a purchase or adding our payment info. If I could delete or deactivate the account I would but of course it doesn’t give you the option,1,False,Yadira0915,Check your bank statements!,"{'id': 41401280, 'body': ""Hi there,\n\nWe're sorry to hear about your experience. Please get in touch at app@kickstarter.com. We'll be happy to further investigate this charge and walk you through the steps to delete your account.\n\nBest,\nKickstarter Support"", 'modified': '2024-01-19T14:22:39Z'}"
232,2024-01-23 17:10:07,"Lots of creative people working on some really unique products through Kickstarter. 
The kickstarter website is very easy to navigate. I’ve enjoyed just looking through many of the different campaigns.",5,False,you(laura) and me(ty),Great Options,
233,2022-03-27 11:34:24,"It’s a shame that kickstarter doesn’t make more of these startups accountable. There are so many scammers out there and kickstarter doesn’t vet them well, makes them get away with not delivery but still keeping the money.  Sure they have a “RISKS” section but startups must have a prototype proved to kickstarter before they let them go Live on their own platform. Kickstarter has some responsibility here. The DOJ should get more involved.",2,False,jneechie,No responsibility at all,
234,2022-03-19 17:10:55,"It sure is too bad that one can’t just use a payment method stored on the phone. 

Also it is actually confusing to try and pay sometimes. My payment failed (new card and forgot to update) and I got plenty of PAY US messages but no clear instructions on how to do that once I fixed the card number.  How useful.",3,False,Muneraven,No PayPal or Apple Pay,
235,2019-08-08 11:08:20,"When I initially started backing projects there was a certain amount of integrity. The last couple of years I have continuously seen no return on my investments. These would include a video game (raised $48k) , a Superscreen ($2.5 million), a portable charger ($110k), and a video doorbell ($140k). 

I am now tired of seeing someone raise $1-2 million dollars and then suddenly announce that they will not be delivering their product. 

My recommendation: Don’t waste your money! Don’t back any kickstarter projects until kickstarter helps us with these fraudulent schemes.",1,False,Sanjosemike,A scam to best all scams,
236,2018-12-03 04:39:50,I will never trust Kickstarter again. I have been screwed by Foxshot. They took almost a half a million dollars from backers and have not delivered all the product to 3/4 of us. What’s worse is this company has done this more than once using Kickstarters platform and Kickstarter has done absolutely nothing to help resolve this. I’m sure they got a portion of the nearly half a million dollars. Kickstarter is just as guilty of theft as Foxshot is simply because they don’t care and won’t enforce their own policy.,1,False,Binotek,Kickstarter allows scammers and does noting about it,
237,2021-01-03 13:19:00,"This app is pretty simple to use. It’s very user friendly and the organization of the app is easy to follow. Everything works correctly, and I’ve had zero problems since downloading it 6 months ago.",5,False,Rookie brewmaster,Well organized and user friendly,
238,2021-03-31 03:50:17,"Lately there have been quite a few scammers operating on Kickstarter and Kickstarter is doing nothing about it. One of the scammers was even being promoted by Kickstarter who when backers complained just said as backers we all take a risk supporting projects. Of course that didn’t stop Kickstarter from making sure they got their money out of us. So, use at your own risk and don’t expect Kickstarter to care when you get robbed.",2,False,SingingMouse,Buyer Beware,
239,2021-11-29 17:53:20,They make it so hard to get help or really do anything on the app or the website. They have some really cool things that people are trying to get funded but to be honest they so hard after you find something that it makes me not want to do it any more. Forget about getting help it’s not there. The companies that use this is small start up’s and I get that but when you have to spend some much time to get help it’s not worth it.,1,False,Poodle7,Needs a lot of help,
240,2020-08-06 20:49:46,A previous update had made content pop up in window overlays instead of fully using the screen. Very glad to see they updated the layout and ui to use more of the screen again.,5,False,sherkow,Fixed the ui,
241,2021-11-11 02:40:18,"The content on this app is current, relatable, and edgy. 
I look forward to my daily drop. The Lord told me sowing into this ministry would be a good thing. 
~And So I Sow 😊
It is easy to use and seamless. 
It is also obvious that much thought and love went into creating this app for us.",5,False,VasilTI3,"Relevant, Relatable…",
242,2019-09-29 14:15:36,"The concept is great, but I downloaded with the intent of investing in up-and-coming companies, inventors and ideas. Instead, I’m scrolling through hours of “buy my album” “buy my art” “buy my comic book.” I think Kickstarter needs to do a better job weeding out sales pitches if they want to keep the site interesting for investors. Investors want to make money, not spend money on a product.",3,False,Gibsonpaul,Where do I invest?,
243,2022-07-11 03:35:37,"I have appreciated how much the app makes searching for an backing projects much easier - except for the past two weeks.
Ever since the update two weeks ago, the activity pane in the app is blank and just displays a message stating [Bring creative projects to life] with a button to [Explore projects] - but NONE of the activity of the projects i have backed and have been tracking displays anymore…
Please correct this…",1,False,Rakor20,Broken activity,
244,2024-03-06 04:26:50,I enjoy the ease of exploring the different ideas and presentations . The app makes the process to back a project easy. I am sure most people will discover a project they will want to support. The rewards are interesting also.,5,False,kemu52,Kickstarter,
245,2021-01-14 22:44:31,"I love Kickstarter, I’ve backed a few projects and it’s fantastic for artists and inventors alike. 

However I don’t know why, but the app has like a bad bug in it where I can’t log in, can’t reset my password, I can’t even log in from the internet off my phone. It might the website all together or maybe my phone,
nevertheless it shouldn’t be bugged this bad to where I can’t even log in without a “Opps something went wrong” message with no further instruction to fix it.",1,False,Rioleao,The App won’t let me in anymore,
246,2018-09-07 15:16:06,"My selfies are all on my phone, so I thought if I downloaded the app I could change my profile picture. Turns out you can’t... which is weird. 

Finding projects that seems to be always the struggle with Kickstarter. They still emphasize on projects that of steam or are already funded. Would like to see more ways to organize and choose search results.",3,False,Katie b b b b b b b b,Good but not Great,
247,2020-05-17 20:45:39,"I love using this app, but it would be nice to archive backed projects that are received vs not received or just plain unsuccessful.  Archive I would like custom groups that I can label add I chose and move certain projects between different groups or assign to multiple groups.",5,False,DaelasKai,Wonderful but could be better,
